clip_id,audio_path,transcript,duration_seconds,rms_mean,rms_std,f0_mean,f0_std,zcr_mean,spectral_centroid_mean,tempo_proxy,transcript_char_len,transcript_word_count,urgency_count,money_count,secrecy_count,pressure_count,id_avoidance_count,otp_pin_count,decision
clip_0543,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0543.wav,and this makes a strong case for zoning and concentrating on certain crops.,5.0,0.029456,0.024287,454.58,375.32,0.188445,1900.29,133.93,75,13,0,0,0,0,0,0,PROCEED
clip_0544,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0544.wav,"in certain districts where favorable infrastructure, the labor...",5.0,0.024713,0.020989,163.12,12.91,0.198892,1989.82,104.17,65,8,0,0,0,0,0,0,PROCEED
clip_0545,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0545.wav,and the climate is already available. If you look at the current trends.,5.0,0.028529,0.027934,416.18,324.3,0.200749,2004.98,144.23,72,13,0,0,0,0,0,0,PROCEED
clip_0546,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0546.wav,That is agriculture features that I discussed. You can see that from about 18,5.0,0.026079,0.018003,162.94,13.74,0.204836,2028.93,133.93,77,14,0,0,0,0,0,0,PROCEED
clip_0547,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0547.wav,18% to 19% in the 1995 to 2005 era.,5.0,0.027389,0.018956,149.71,9.53,0.19326,1942.74,125.0,35,9,0,0,0,0,0,0,PROCEED
clip_0548,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0548.wav,"up, we have dropped down to 7% by 2020.",5.0,0.026977,0.024994,425.58,408.11,0.191994,1963.05,170.45,39,9,0,0,0,0,0,0,PROCEED
clip_0549,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0549.wav,"a steady decline in the contribution of agriculture to our GDP, likewise employment...",5.0,0.030766,0.026256,219.98,246.07,0.203529,2029.15,125.0,86,13,0,0,0,0,0,0,PROCEED
clip_0550,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0550.wav,culture sector used to employ 36% in the not too distant past.,5.0,0.032781,0.03329,418.11,351.63,0.198849,1973.5,133.93,62,12,0,0,0,0,0,0,PROCEED
clip_0551,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0551.wav,in 1995 having come down to 25% or 27%.,5.0,0.034757,0.030099,522.62,431.2,0.179949,1841.61,156.25,39,9,0,0,0,0,0,0,PROCEED
clip_0552,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0552.wav,percent now although contribution to the GDP declined,3.79,0.029657,0.025681,166.37,20.66,0.194229,2000.33,133.93,53,8,1,0,0,0,0,0,PROCEED
clip_0553,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0553.wav,"More than 50% for the last two decades, it is the second highest contribution in terms of",5.0,0.027247,0.020091,146.85,16.3,0.206363,2018.47,125.0,89,17,0,0,0,0,0,0,PROCEED
clip_0554,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0554.wav,of employment. So the main source of livelihood for rural population which is,5.0,0.025165,0.022174,796.9,352.56,0.192936,1953.65,133.93,77,13,0,0,0,0,0,0,PROCEED
clip_0555,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0555.wav,the cause of 77% of our population is agriculture. But...,4.918,0.02828,0.028575,1014.13,43.24,0.204136,1994.26,125.0,57,10,0,0,0,0,0,0,PROCEED
clip_0556,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0556.wav,that is marked by lowest gross wage or salary in all the three sectors as I explained.,5.0,0.036317,0.037894,1161.81,325.64,0.189574,1906.83,110.29,86,17,0,0,0,0,0,0,PROCEED
clip_0557,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0557.wav,"earlier with a median income of 20,000 per month compared to...",5.0,0.027839,0.02526,710.69,423.86,0.179809,1910.48,89.29,63,11,0,0,0,0,0,0,PROCEED
clip_0558,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0558.wav,"Almost 40,000 in the services. So this phenomena the attractive",5.0,0.028577,0.034584,1173.45,378.66,0.212891,2043.71,144.23,63,10,0,0,0,0,0,0,PROCEED
clip_0559,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0559.wav,"of agriculture, the real benefit.",5.0,0.027417,0.017562,148.3,21.47,0.172245,1827.39,144.23,33,5,0,0,0,0,0,0,PROCEED
clip_0560,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0560.wav,of agriculture is not a phenomena confined to Sri Lankan only. We find that...,5.0,0.029442,0.024726,164.05,25.33,0.183133,1894.17,133.93,78,14,0,0,0,0,0,0,PROCEED
clip_0561,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0561.wav,in the South Asian region from 2010 to 2019.,5.0,0.029783,0.027418,960.01,41.96,0.210571,2056.37,104.17,44,9,0,0,0,0,0,0,PROCEED
clip_0562,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0562.wav,Agriculture employment had a negative growth of 8.5%.,5.0,0.033461,0.033563,445.91,377.9,0.194292,1954.86,98.68,53,8,0,0,0,0,0,0,PROCEED
clip_0563,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0563.wav,compared to a positive growth of 1.3 in services.,5.0,0.027411,0.02588,1000.42,47.11,0.198619,2047.51,125.0,49,9,0,0,0,0,0,0,PROCEED
clip_0564,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0564.wav,"So that is, sometimes you might think that agriculture is...",5.0,0.024471,0.021597,152.42,18.95,0.202475,2025.21,144.23,60,10,0,0,0,0,0,0,PROCEED
clip_0565,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0565.wav,"are no hoper, it's not an industry that people must invest, but look at these strikes.",5.0,0.02504,0.019165,141.11,11.29,0.201349,1973.66,98.68,86,16,0,0,0,0,0,0,PROCEED
clip_0566,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0566.wav,"Now when you look at the major rivers in Sri Lanka, every part of the country",5.0,0.034798,0.029261,1024.1,31.06,0.187746,1925.37,110.29,77,16,1,0,0,0,0,0,PROCEED
clip_0567,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0567.wav,practically is covered.,5.0,0.023855,0.02462,150.53,11.88,0.222961,2163.54,110.29,23,3,0,0,0,0,0,0,PROCEED
clip_0568,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0568.wav,rivers going through every district and every part of our country and look at the dry soil,5.0,0.032507,0.024351,1017.25,32.78,0.181131,1841.87,144.23,90,17,0,0,0,0,0,0,PROCEED
clip_0569,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0569.wav,"which we consider that it is not suitable for agriculture, it has 64%...",5.0,0.028012,0.02078,299.15,303.86,0.189823,1939.79,133.93,72,13,0,0,0,0,0,0,PROCEED
clip_0570,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0570.wav,center of the land area and you can see a concentration of rivers and tanks in the,5.0,0.029778,0.019158,167.91,16.23,0.189285,1941.69,144.23,82,17,0,0,0,0,0,0,PROCEED
clip_0571,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0571.wav,"This can be further explained, you can see the reverse system.",5.0,0.022182,0.019207,0.0,0.0,0.219042,2101.27,98.68,62,11,0,0,0,0,0,0,PROCEED
clip_0572,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0572.wav,"River network is like a sea over the country. Wherever you look, you can see a river.",5.0,0.026177,0.021101,130.3,24.92,0.177856,1909.19,117.19,85,17,0,0,0,0,0,0,PROCEED
clip_0573,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0573.wav,"River and stream network, and supported by, I told you, someone.",5.0,0.02751,0.02221,142.84,11.71,0.198339,1983.57,89.29,64,11,0,0,0,0,0,0,PROCEED
clip_0574,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0574.wav,concentration of reservoirs in the dry soil. So ours is not a country.,5.0,0.038625,0.036356,918.21,193.31,0.195987,1898.34,144.23,70,13,0,0,0,0,0,0,PROCEED
clip_0575,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0575.wav,"That is short of water, that we have to look for water.",5.0,0.032833,0.027679,152.0,18.0,0.183762,1901.28,125.0,55,12,0,0,0,0,0,0,PROCEED
clip_0576,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0576.wav,"And again, apart from the rivers and reservoirs, we have irrigation schemes.",5.0,0.036039,0.036196,454.99,393.91,0.200186,2018.09,110.29,76,12,0,0,0,0,0,0,PROCEED
clip_0577,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0577.wav,"Now, ground water is more than adequate for agriculture, and we are talking of climate change.",5.0,0.04106,0.03285,741.95,496.39,0.178307,1823.65,117.19,94,16,1,0,0,0,0,0,PROCEED
clip_0578,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0578.wav,"If you look at primer change, it is projected that by 2050...",5.0,0.023622,0.016402,171.17,29.07,0.207967,2035.21,133.93,61,12,0,0,0,0,0,0,PROCEED
clip_0579,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0579.wav,our intermediate soul will expand. So that means we are having...,5.0,0.023315,0.021669,420.22,339.6,0.214722,2111.85,156.25,65,11,0,0,0,0,0,0,PROCEED
clip_0580,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0580.wav,extent in what we call the dry zone and more and more land will come in,5.0,0.028902,0.023159,180.98,22.35,0.181289,1873.92,104.17,71,16,0,0,0,0,0,0,PROCEED
clip_0581,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0581.wav,"suitable for agriculture enterprises. So while for most countries, climate change...",5.0,0.02812,0.021057,230.01,140.76,0.200712,1983.94,93.75,84,11,0,0,0,0,0,0,PROCEED
clip_0582,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0582.wav,"as a negative connotation, I, in my opinion, it...",5.0,0.025037,0.019641,174.13,8.67,0.19558,2007.16,117.19,50,9,0,0,0,0,0,0,PROCEED
clip_0583,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0583.wav,is going to be positive for Sri Lanka.,5.0,0.023383,0.027216,537.45,396.28,0.235831,2226.59,117.19,38,8,0,0,0,0,0,0,PROCEED
clip_0584,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0584.wav,"Having all the advantages, having a huge land mass, engaged in agriculture.",5.0,0.033613,0.030807,394.41,355.85,0.198068,1989.46,133.93,75,12,0,0,0,0,0,0,PROCEED
clip_0585,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0585.wav,one fourth of our people employed in agriculture with this,5.0,0.02713,0.027551,154.74,8.74,0.195163,2005.83,104.17,58,10,0,0,0,0,0,0,PROCEED
clip_0586,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0586.wav,"supportive irrigation and riverine system, we are still...",5.0,0.026736,0.022363,146.15,28.55,0.217957,2079.81,144.23,58,8,0,0,0,0,0,0,PROCEED
clip_0587,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0587.wav,in a very bad position. I just want to illustrate that.,5.0,0.018533,0.019561,121.31,24.69,0.228939,2215.49,117.19,55,11,0,0,0,0,0,0,PROCEED
clip_0588,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0588.wav,"Paddy is our staple crop, 1.8 million people are engaged in Paddy.",5.0,0.031329,0.025989,388.54,385.22,0.185659,1940.66,133.93,66,12,0,0,0,0,0,0,PROCEED
clip_0589,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0589.wav,"cultivation. But if you look at the figures, the paddy farmers are in need of cultivation.",5.0,0.03062,0.031243,161.78,9.0,0.217161,2109.17,117.19,90,16,0,0,0,0,0,0,PROCEED
clip_0600,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0600.wav,eternal debt cycle. This explains.,5.0,0.015976,0.016444,128.87,30.37,0.228998,2251.74,117.19,34,5,0,0,0,0,0,0,PROCEED
clip_0601,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0601.wav,"The loans they have taken, the Green Bikes Place loans, they have taken...",4.15,0.033991,0.030626,276.0,270.27,0.18101,1946.72,125.0,74,13,0,0,0,0,0,0,PROCEED
clip_0602,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0602.wav,"And the red bar shows you the loans they have paid. So there is always, if you look at the...",5.0,0.028024,0.02346,149.27,12.99,0.191867,1965.32,110.29,93,20,0,0,0,0,0,0,PROCEED
clip_0603,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0603.wav,"last five years or so, the petty farmer has not been able to pay up the loan.",5.0,0.034006,0.027654,159.42,18.59,0.184402,1889.44,125.0,77,17,0,1,0,0,0,0,PROCEED
clip_0604,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0604.wav,that he has taken. So he is in an eternal death cycle. And this is not only...,5.0,0.021536,0.01878,163.01,30.6,0.205439,2060.37,144.23,78,17,0,0,0,0,0,0,PROCEED
clip_0605,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0605.wav,This is applicable to other crops as well.,5.0,0.023786,0.017863,136.3,23.81,0.194317,1950.81,117.19,42,8,0,0,0,0,0,0,PROCEED
clip_0606,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0606.wav,"illustration that while we have all the advantages, our agriculture workers are...",5.0,0.032285,0.022291,167.68,21.44,0.184664,1867.22,133.93,82,12,0,0,0,0,0,0,PROCEED
clip_0607,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0607.wav,agriculture sectors are not thriving. So if you look at the right supports.,5.0,0.0276,0.025217,353.93,358.63,0.212421,2075.97,110.29,75,13,0,0,0,0,0,0,PROCEED
clip_0608,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0608.wav,"in Sri Lanka. In 2020, we imported rice worth Rs.2,000.",5.0,0.02412,0.020716,1000.48,116.7,0.218641,2132.4,98.68,55,10,0,0,0,0,0,0,PROCEED
clip_0609,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0609.wav,1.936 million rupees worth of price was imported.,5.0,0.025297,0.019022,142.44,11.44,0.195782,1975.35,117.19,49,8,0,0,0,0,0,0,PROCEED
clip_0610,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0610.wav,"In 2017, we imported 740,000 tonnes of metric ice.",5.0,0.034463,0.026952,571.25,413.98,0.190364,1971.86,133.93,50,9,0,0,0,0,0,0,PROCEED
clip_0611,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0611.wav,"metric tons of rice. Another important thing is, it's a",5.0,0.029338,0.032655,993.71,59.4,0.213292,2089.79,117.19,55,10,0,0,0,0,0,0,PROCEED
clip_0612,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0612.wav,other foods we have spent hundred and thirty-seven million,5.0,0.027681,0.022986,155.21,38.19,0.21221,2104.57,125.0,58,9,0,0,0,0,0,0,PROCEED
clip_0613,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0613.wav,"137,558 million, that is 48% of...",5.0,0.028073,0.021077,170.57,27.42,0.206795,2051.92,117.19,34,6,0,0,0,0,0,0,PROCEED
clip_0614,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0614.wav,all our food and drink expenditure has gone to import other food.,5.0,0.025375,0.019894,142.5,25.35,0.194504,1956.53,125.0,65,12,0,0,0,0,0,0,PROCEED
clip_0615,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0615.wav,So having all these supportive agricultural base having 25% of our,5.0,0.026586,0.020148,983.29,33.15,0.180194,1879.26,81.52,66,11,0,0,0,0,0,0,PROCEED
clip_0616,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0616.wav,"people engaged in agriculture, still we have to resort to import food.",5.0,0.024917,0.023886,988.74,56.01,0.204238,2036.88,117.19,70,12,0,0,0,0,0,0,PROCEED
clip_0617,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0617.wav,"Another interesting thing in Sri Lanka, it doesn't connect to agriculture, we are surrounded by...",5.0,0.025897,0.020458,156.41,9.71,0.204521,2043.13,110.29,98,15,0,0,0,0,0,0,PROCEED
clip_0618,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0618.wav,"ocean, we are an island, but we have imported rupees 19,000.",5.0,0.026661,0.021752,189.36,7.25,0.189064,1976.03,110.29,60,11,0,0,0,0,0,0,PROCEED
clip_0619,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0619.wav,"215 billion worth of dried fish, food for thought.",5.0,0.020272,0.015522,593.5,592.28,0.194871,2066.13,144.23,50,9,0,0,0,0,0,0,PROCEED
clip_0620,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0620.wav,"and other fish it says, probably salmon, tin fish, rupees.",5.0,0.023201,0.024474,1678.91,501.58,0.237787,2181.25,81.52,58,10,0,0,0,0,0,0,PROCEED
clip_0621,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0621.wav,million eight hundred and forty four thousand. So we have imported fish in,5.0,0.021652,0.019209,135.26,7.44,0.209339,2089.08,117.19,74,13,0,0,0,0,0,0,PROCEED
clip_0622,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0622.wav,"the other forms being an island 35,900",5.0,0.027873,0.026232,687.8,370.88,0.203747,2019.13,117.19,38,7,0,0,0,0,0,0,PROCEED
clip_0623,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0623.wav,159 rupees worth and that import is 73 percent of our,5.0,0.025045,0.022925,1302.84,453.19,0.207989,1998.67,93.75,53,11,0,0,0,0,0,0,PROCEED
clip_0624,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0624.wav,"for the whole of agriculture, including paddy, tea, rava...",5.0,0.01959,0.016002,137.74,9.81,0.190066,2005.66,133.93,59,9,0,0,0,0,0,0,PROCEED
clip_0625,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0625.wav,and which will build another cross. Our foot import bill is usually two.,5.0,0.025704,0.023642,147.24,13.93,0.198367,2045.58,125.0,72,13,0,0,0,0,0,0,PROCEED
clip_0626,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0626.wav,2.5 million US dollars,2.42,0.022475,0.022268,0.0,0.0,0.217773,2106.01,89.29,22,4,0,0,0,0,0,0,VERIFY
clip_0627,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0627.wav,"So, I look at this sector as a sector having enormous...",5.0,0.026433,0.028274,959.82,42.7,0.210427,2048.74,110.29,56,11,0,0,0,0,0,0,PROCEED
clip_0628,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0628.wav,"potential to develop agriculture. It's not the dead end, it probably is a start.",5.0,0.027777,0.033514,1024.24,46.22,0.211755,2052.09,125.0,80,14,0,0,0,0,0,0,PROCEED
clip_0629,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0629.wav,because we have this kind of potential and this is the scenario currently.,5.0,0.028407,0.026774,380.59,379.47,0.204229,2020.8,125.0,74,13,0,0,0,0,0,0,PROCEED
clip_0630,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0630.wav,What I feel is agriculture stuck like a you,5.0,0.020779,0.025298,0.0,0.0,0.242642,2262.61,110.29,43,9,0,0,0,0,0,0,PROCEED
clip_0631,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0631.wav,giant tied down by thousands of ball strings I think all of you all are,5.0,0.0379,0.031453,694.21,390.53,0.180804,1861.33,117.19,71,15,0,0,0,0,0,0,PROCEED
clip_0632,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0632.wav,"familiar with the story of Kaliwa, right? Even thousands of small",5.0,0.026454,0.022867,156.45,5.13,0.206527,1992.06,125.0,65,11,0,0,0,0,0,0,PROCEED
clip_0633,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0633.wav,can tide out a jet. So I think that is what has happened to our agriculture.,5.0,0.023659,0.019358,139.03,4.04,0.204437,1990.53,133.93,76,16,0,0,0,0,0,0,PROCEED
clip_0634,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0634.wav,"sector in Sri Lanka. What are the features, very briefly, in the interest of",5.0,0.026782,0.02593,654.96,347.32,0.219189,2145.61,144.23,76,14,0,0,0,0,0,0,PROCEED
clip_0635,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0635.wav,of time. Why has the agriculture sector come to a standstill?,5.0,0.025038,0.02886,1023.04,29.87,0.218445,2089.07,117.19,61,11,0,0,0,0,0,0,PROCEED
clip_0636,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0636.wav,this state of why is it a sleeping giant? How can we wake it up?,5.0,0.024407,0.02424,575.87,380.58,0.192485,1995.63,125.0,64,15,0,0,0,0,0,0,PROCEED
clip_0637,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0637.wav,One of the features is very low land and labour productivity.,5.0,0.025907,0.022118,154.54,16.81,0.200852,2031.67,117.19,61,11,0,0,0,0,0,0,PROCEED
clip_0638,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0638.wav,One of the reasons is quite obvious because it's a small scale of operations,5.0,0.026316,0.023946,974.14,32.82,0.2025,1982.78,144.23,76,14,0,0,0,0,0,0,PROCEED
clip_0639,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0639.wav,"When you have got one or less, I don't think you can make an economy.",5.0,0.030618,0.022824,135.56,8.33,0.174876,1802.83,110.29,69,15,0,0,0,0,0,0,PROCEED
clip_0640,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0640.wav,Go of running agriculture Profitably or successfully then we have,5.0,0.020504,0.014871,128.09,16.82,0.196902,1988.66,125.0,65,10,0,0,0,0,0,0,PROCEED
clip_0641,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0641.wav,"improper land use and resulting from that, improper agronomy and agricultural.",5.0,0.036346,0.033497,299.44,301.6,0.19209,1900.24,133.93,78,11,0,0,0,0,0,0,PROCEED
clip_0642,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0642.wav,"Then as I explained earlier, small size of arm holding",5.0,0.033009,0.030519,447.44,372.5,0.214284,2064.79,144.23,54,10,0,0,0,0,0,0,PROCEED
clip_0643,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0643.wav,"lead to low farm family income due to small land ownership. Now, for example,",5.0,0.033959,0.033131,982.9,52.2,0.190268,1920.25,133.93,77,14,1,0,0,0,0,0,PROCEED
clip_0644,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0644.wav,"For example, a major economic crop in Sri Lanka is a team...",3.65,0.027828,0.022314,186.64,68.5,0.182796,1976.3,133.93,60,12,0,0,0,0,0,0,PROCEED
clip_0645,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0645.wav,"The smallholder sector, right, they are self-supportive, they are not depending on...",5.0,0.029087,0.026111,131.46,13.1,0.193425,1916.12,104.17,85,12,0,0,0,0,0,0,PROCEED
clip_0646,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0646.wav,"government, the tea industry runs on its own, the smallholder sector with 400",5.0,0.0276,0.024314,973.22,43.56,0.188536,1915.33,110.29,77,13,0,0,0,0,0,0,PROCEED
clip_0647,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0647.wav,"50,000 operators, the average landholding size is 59 to 60 percent.",5.0,0.029927,0.023585,951.13,58.47,0.201343,1980.21,125.0,67,11,0,0,0,0,0,0,PROCEED
clip_0648,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0648.wav,So with 59 to 60 perches they make their living and of course 30...,5.0,0.024013,0.017798,189.02,70.82,0.210847,2079.7,125.0,67,14,0,0,0,0,0,0,PROCEED
clip_0649,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0649.wav,only two acres. Anyone involved in pedi knows that with two acres you cannot,5.0,0.026515,0.019883,153.19,8.12,0.169225,1861.41,117.19,76,14,0,0,0,0,0,0,PROCEED
clip_0650,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0650.wav,make a successful enterprise and declining land at the,5.0,0.029041,0.026053,168.29,44.1,0.204982,2016.37,125.0,54,9,0,0,0,0,0,0,PROCEED
clip_0651,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0651.wav,"cultivation. Because of this reason, thinking of cultivable...",5.0,0.027659,0.025924,168.82,11.97,0.201159,1993.68,110.29,62,8,0,0,0,0,0,0,PROCEED
clip_0652,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0652.wav,"land due to urbanization, population growth, and mainly since of land loss.",5.0,0.029222,0.019232,158.24,16.45,0.178313,1856.07,125.0,75,12,0,0,0,0,0,0,PROCEED
clip_0653,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0653.wav,"degradation. We had a classic example of that in the last week, flash floods that",5.0,0.023327,0.021786,139.81,10.71,0.20459,2042.59,133.93,81,15,0,0,0,0,0,0,PROCEED
clip_0654,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0654.wav,crop destroyed many hectares of vegetable cultivation and crop planning.,5.0,0.027202,0.029065,246.46,272.06,0.198012,2003.44,117.19,72,10,0,0,0,0,0,0,PROCEED
clip_0655,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0655.wav,up country. Let poor knowledge and awareness by operators and under-utilisation admit...,5.0,0.036042,0.029261,265.42,270.47,0.172519,1827.68,125.0,88,12,0,0,0,0,0,0,PROCEED
clip_0656,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0656.wav,"issues of land, land degradation comes under issues, high labour component cost.",5.0,0.033919,0.025532,529.27,421.36,0.209143,2035.28,133.93,80,12,0,0,0,0,0,0,PROCEED
